"题目","朝代","作者","内容"
"元宵三首 其一","清末民国初","曹家达","作客萧湘夜，光阴又隔年。如何天上月，还向别时圆。春水杳然去，早花空自怜。谁家凝望久，更静未成眠。"
"元宵三首 其二","清末民国初","曹家达","沧海飘萍去，微尘浩劫更。迦陵期共命，断竹怨孤生。多事飞天镜，来窥不夜城。相闻惟爆竹，都作别离声。"
"元宵三首 其三","清末民国初","曹家达","富贵倘来物，何年爇冷灰。夕阴连野草，春恨满江梅。灯市银花减，桥门铁锁开。遥怜儿女忆，旧意重徘徊。"
"春夜怨","清末民国初","曹家达","夜寒侵夜幕，深阶庭积雨。更鼓沉幽房，黯淡生夕阴。金鸡中夜破好梦，寒灯无花明照心。摩霄黄鹄飞不得，愁城压破葡萄衾。葡萄衾暖香炭灰，流霞春冻黄金杯。"
"春夜吟和鲤南","清末民国初","曹家达","树头老乌啼哑哑，当年游子初离家。阶庭无人閒绣幕，经时暗雨生昔耶。昏灯照梦苦无影，梦回又恐天无涯。黛蛾晕绝青铜镜，阶前愁谢菖蒲花。"
"折杨柳词二首 其一","清末民国初","曹家达","迢遥江路送行舟，去去行人不可留。倒绾青丝寄怀袖，莫教飞絮乱春愁。"
"折杨柳词二首 其二","清末民国初","曹家达","依依青眼占芳丛，怅望天涯落照红。牢握乡心留枕底，忍看飘荡怨东风。"
"申浦感怀","清末民国初","曹家达","春申江上寄遥情，事隔经年百感并。坐看青娥成老大，闷邀红友话平生。潮回海曲无边树，月落天涯何处城。大鸟止庭三载久，未应贻笑不飞鸣。"
"二月二十六日将之山左旅次倚装口占","清末民国初","曹家达","指望天涯愿未酬，伏波肯类贾胡留。倚装行色匆匆甚，风送斜阳下小楼。"
"浮海","清末民国初","曹家达","胶东此去感情多，独立苍茫发浩歌。岛月宵寒孕蠃蜃，海天春涨啸鼋鼍。解衣水母衔云出，奋鼓冯夷踏浪过。四顾无俦羁绊绝，不教中道悔蹉跎。"
"晓渡绿水洋四首 其一","清末民国初","曹家达","观涛枚叔未成奇，对此汪洋重有思。倒掷浪花翻玉屑，也愁敲破碧玻璃。"
"晓渡绿水洋四首 其二","清末民国初","曹家达","净无可唾润无尘，软浪摇春作态频。沉醉东风非病酒，可怜几个独醒人。"
"晓渡绿水洋四首 其三","清末民国初","曹家达","刺船所向无空阔，大海长鲸跋浪行。自有成连寻不得，蹇修空系伯牙情。"
"晓渡绿水洋四首 其四","清末民国初","曹家达","绿波如画日迟迟，脱筈中流览胜宜。输与江郎成别赋，草香南浦饯春时。"
"舟中望海二首 其一","清末民国初","曹家达","湮郁满中古，横流鸣不平。江湖剩意气，天地几浮生。潮打长鲸立，烟荒独鸟明。抱奇当待价，无任念归耕。"
"舟中望海二首 其二","清末民国初","曹家达","黝然湛深碧，蹴起浪头花。目力不到处，岂知天有涯。怒涛鸣海蛰，薄雨送神鸦。变化鱼龙惯，池中莫更嗟。"
"古意","清末民国初","曹家达","天地本非隘，所在遗阻修。蜩鸠抢枋榆，良非南溟俦。壮夫负奇气，一出汗漫游。朝发扬子江，夕至东海头。观水知所积，轰然负大舟。日暮天鼓鸣，惊飙亦已遒。遐哉神禹绩，漭瀁不可求。谁将补天笔，淄此万里流。"
"采杞谣","清末民国初","曹家达","采杞复采杞，潍阳三月春。还将苦心意，持赠意中人。"
"端阳偶兴","清末民国初","曹家达","蕉萃天涯旧业非，两番裘葛淡忘归。结繁夏木临窗静，未老春蚕抱叶稀。杜亮爱才知恋主，兰成去国叹无衣。故乡一别音书断，回首江关意绪违。"
"秋日登城次郭三十三竹汀韵","清末民国初","曹家达","斜阳半城郭，平楚下寒烟。芳草催鶗鴂，疏林响暮蝉。青山旧游地，纨扇已凉天。无任登临感，归途一惘然。"
"旅夜次竹汀韵","清末民国初","曹家达","瑶瑟怨清夜，秋怀带雨酲。云山逃岁月，风柝动关城。衰俗文章贱，多閒髀肉生。蒪鲈乡梦阔，张翰有馀情。"
"不寐次竹汀韵","清末民国初","曹家达","莽莽神州地，儒生中夜愁。尘沙埋剑气，风雨乱更筹。边郡思充国，时名愧介休。殷忧方漆室，未暇稻粱谋。"
"闻道次竹汀韵","清末民国初","曹家达","玉关征戍卒，闻道十年还。书剑南州客，焉支北地山。黄河仍入塞，黑暗乍通蛮。问讯筹边将，谁能定郅兰。"
"七夕","清末民国初","曹家达","微波脉脉意难通，一夕相思两处同。自别江南惊岁晏，小庭槐叶又秋风。"
"晨起二首 其一","清末民国初","曹家达","好夜忽辞去，客行秋思长。乡山数归梦，儿女易成行。晓月衔云暗，微风抱树凉。吴门望白马，愿得履朝阳。"
"晨起二首 其二","清末民国初","曹家达","朝光霁林壑，残月挂城楼。为客春华晚，怀归庶草秋。未随桃梗去，翻憾贾胡留。安得御风术，从之汗漫游。"
"题郭十九荫汀大令兰菊小影","清末民国初","曹家达","经年高节傲清霜，纫佩无言亦自芳。应为佳人寄情愫，秋风南雁不能忘。"
"无题和竹汀","清末民国初","曹家达","长河杳渺作然疑，乌鹊桥成末有期。灵寿药酬三秀草，女贞花谢万年枝。怕招寒雁通毫素，又化秋虫络网丝。可恨年来瓶落井，更无消息慰相思。"
"感旧和竹汀","清末民国初","曹家达","青苔长金井，一岁一秋风。早误杯中水，谁怜爨下桐。尘昏晓镜锁，花落夜庭空。迷误旧游地，天台恨不穷。"
"将进酒于伊舫同年以螯酒见招情词悱恻作此报之","清末民国初","曹家达","君不见，雁门秋风送寒雁，关山寄处如传箭。又不见，河阳芳树赛春华，昔时霞兰今泥沙。人生欢会在杯酒，安能郁郁空嗟呀。君不见，北芒蒿里一抔土，下有松楸泣风雨。刘伶杜康古有名，几人学得尧舜禹。华灯光照金错卮，日月弦望会几时。"
"和鲤南四弟见寄","清末民国初","曹家达","抱琴怜古调，三载泣雍门。旧梦落灯影，乡心堕暝痕。江河才士胆，文字古人魂。谁起幽忧疾，难为一并论。"
"送郭三十三竹汀之天津四首 其一","清末民国初","曹家达","良晤亦已寡，西昆今几传。我来见杨亿，师法得成连。班马意匆遽，飞鸿情渺绵。客中还送别，不似故乡年。"
"送郭三十三竹汀之天津四首 其二","清末民国初","曹家达","相聚忽不省，胡然今念之。风华出侪偶，儒雅亦吾师。未到山阳感，焉知宋玉悲。前途叹会少，遗迹独何为。"
"送郭三十三竹汀之天津四首 其三","清末民国初","曹家达","寰海广陵散，苍茫馀断云。比来为客久，高咏几人闻。长路閒秋水，征衫怅薄曛。还应感寥落，对酒一思君。"
"送郭三十三竹汀之天津四首 其四","清末民国初","曹家达","客子频年事，王孙隔岁期。那堪今雨阔，复此北风时。君慕庾开府，予惭杜牧之。何年更何地，重与话新诗。"
"为郭三蓉汀题二妙册页","清末民国初","曹家达","儒生不幸落尘网，酒酣耳热发奇想。安能三绝身擅之，大好心手动倾赏。果园先生儒雅师，好画兼好书与诗。检搜当代得二妙，一双幼妇经色丝。戊申十月岁将晏，我访果园初识面。扶出琳琅资饱看，昔所未能今则见。我闻古来文字之初先有画，铸鼎象物出神怪。仓帝六书首象形，思邈作隶古法坏。又闻宋元以来没骨之法称绝奇，后来居上信有之。逸少俗书作鼻祖，二妙同原谁得知。我生已晚非古处，愿求一精快心虑。生羡先生并二难，抚此徬皇不忍去。"
"偶题二首 其一","清末民国初","曹家达","荆王梦后带微曛，莫遣閒愁便化云。花圃春阳羞照影，莲塘秋水易成纹。百年蛮触原同命，一代风骚合让君。自有相思无寄处，可怜憔悴沈休文。"
"偶题二首 其二","清末民国初","曹家达","自愧微之与牧之，敢将幽怨托新诗。盈盈野水背人去，婉婉秋棠带雨垂。唤渡何心见桃叶，买山无命夺焉支。一从留得优昙相，花月频年寄梦思。"
"和果园闲情四咏 其一 咏别","清末民国初","曹家达","迢迢幽怨付骊歌，小蹙临岐双黛蛾。暮雨暗怜芳草长，夕阳空见远山多。从教故国花难老，肯信天涯水不波。一霎流光容易过，虚凉锦幕夜如何。"
"和果园闲情四咏 其二 咏梦","清末民国初","曹家达","早信关山飞不去，离魂前夜化秋烟。却嫌到此难为诉，转觉相逢是少年。江上南风知我意，天涯破月为谁悬。无端晓色侵罗帐，唤起莺儿恼枕边。"
"和果园闲情四咏 其三 咏愁","清末民国初","曹家达","团团明镜合欢床，自到秋来每倦妆。落木寒砧动消息，敝裘故剑替思量。闷寻行迹苔花绿，又过归期塞草黄。终是音书传不到，玉阶露下怯空房。"
"和果园闲情四咏 其四 咏病","清末民国初","曹家达","香炭成灰便不温，小帘人静怕黄昏。寒灯照雨沉孤影，更柝和风咽断魂。莲子有心还自苦，萍花虽好怨无根。如何一别清秋后，长此支离昼掩门。"
"喜得鲤南病愈消息即道其来书意","清末民国初","曹家达","寒犬吠深巷，荒鸡催短更。有人悲独夜，复此寄遥情。小病嗟同气，多閒愧友生。难将归梦续，侵晓泪纵横。"
"残荷篇","清末民国初","曹家达","天河西垂晓光澹，露下波回素秋暗。红颜老去不回头，坠粉塘边留浅绀。秋云阴阴化为雨，美人日暮嗟尘土。幽房冷榭深复深，枉记汀洲采芳杜。劝君莫听采莲歌，房空子出当奈何。衣香扇影相代谢，飘零珠泪今则那。缥渺空江寻不得，苦心水底遥相忆。"
"次鲤南寄怀韵","清末民国初","曹家达","话别痛班荆，良谋百未成。直教情益壮，又及岁将更。康乐不忧弟，孔方疏见兄。欲将归梦照，灯蕊落寒檠。"
"夜坐和鲤南","清末民国初","曹家达","独夜剔疏檠，岁时心暗惊。寒声催晓急，华发后秋生。边事蜩螗感，故乡鸥鹭盟。不堪回首处，哀诏下神京。"
"独酌","清末民国初","曹家达","岁寒日复暮，游子各思家。独夜况无侣，吾生非有涯。醒原不如醉，酒更蜜于花。剪烛当邀月，三人对影差。"
"孤雁和鲤南","清末民国初","曹家达","缯缴虽无亦可疑，勉寻故剑尚无期。照馀秋水涵双影，拣尽寒芦剩一枝。斜月依稀傍关塞，平沙寥落寄桐丝。成行愿向江南觅，怅望天涯动远思。"
"龙砂道中","清末民国初","曹家达","岁暮天涯一棹归，川途十里漾晴晖。天光照水水照舰，无数鸳鸯绕岸飞。"
"自遣次鲤南韵","清末民国初","曹家达","渡海轻生负壮心，家山风雨莫相侵。浮生已是成桃梗，故鬼何曾念稿砧。出宙雄锋驱怪物，在梁左翼笑文禽。男儿斗大黄金印，愿借军容棨戟临。"
"偕三弟裔伯登君山","清末民国初","曹家达","秋风一为别，两载复登临。山色转苍翠，江流空古今。西乌斜日薄，北雁暮云深。又是飘蓬去，悠悠离别心。"
"旧画窗帘四今存其二感赋一绝","清末民国初","曹家达","岁寒驱人去，多时不在家。窗棂留片纸，犹见昔年花。"
"感旧","清末民国初","曹家达","向秀山阳路，何年邻笛听。秋风三载意，寒梦五更醒。布被连床暗，疏灯照影青。别来幸无恙，华发已星星。"
"留别裔伯鲤南两弟","清末民国初","曹家达","斜日东风路，乡尘杳渺间。鱼龙纵大壑，花草莽春山。拔剑歌声壮，临崖酒胆豩。从兹一挥手，六月问刀环。"
"苏州别鲤南","清末民国初","曹家达","前路寡俦侣，临歧双泪流。天风如有意，相送海东头。长路殊未已，劳人愿小休。何年脱尘网，高卧故山秋。"
"申浦遇筱四云弟","清末民国初","曹家达","忠信得疑谤，雨风嗟叶予。秦王逐客令，中散绝交书。云翼抉樊去，霜蹄谢枥初。不曾羁绊脱，念我独何如。"
"奉果园见寄","清末民国初","曹家达","扬子风流愁煞人，未容归钓学垂纶。渐看芳树催行客，不信河桥多解神。白昼看云常忆弟，青年如电况辞亲。鹧鸪唱罢江南道，愿得扁舟载远春。"
"春雪吟","清末民国初","曹家达","白狼河北春冰坚，潍阳春树冻不妍。陡然花发大如掌，莽宕银海旁无边。拈花怀远寄不得，春鸦蓬蓬飞上天。江南二月好春节，他年折柳难为别。"
"送潍县宋纬之茂才北上","清末民国初","曹家达","东风吹白日，浪送酒人过。我亦孤行者，时衰无奈何。壮游穷海岱，别梦满江沱。为语商邱子，前途魑魅多。"
"偕王仲廉宋纬之游春","清末民国初","曹家达","新绿垂杨蘸别津，桃花含笑不胜春。下坡芳草骄如马，抱树游蜂懒过人。世变几曾伤服艾，天涯河处不劳薪。东家臣里窥墙久，安得黄初赋洛神。"
"登城","清末民国初","曹家达","傍晚忽不惬，高城倚薄醺。远烟低压水，斜景乱衔云。林表馀花瞑，墙隈细草熏。新诗传驿少，吴下怅离群。"
"鞦韆谣","清末民国初","曹家达","潍阳三月花正妍，小家女儿登鞦韆。中央立木上如盖，盖端周密朱绳悬。危梯摇摇与绳接，攀援直上肩摩肩。下有壮夫作驴马，转柱如毂不待鞭。蜘蛛搏丝足拳曲，风吹蝴蝶飞上天。眼花心眩不可状，掌中安得裙留仙。可怜徒博行人笑，十万何曾名一钱。吁嗟薄俗当可革，黑索何时驴马牵。"
"白纻词","清末民国初","曹家达","春江花暖深复深，江潭双鲤沉复沉。头上青丝易成练，芳时难买千黄金。佳人日暮掩芳榭，梨花烟草生夕阴。山头夜半啼杜宇，白雪摇摇化为雨。"
"送立门从侄北上","清末民国初","曹家达","芳草燕山路，登临思渺漫。与君磋切意，为客别离难。花发川途远，鸟飞天路宽。相思试回首，明月又高寒。"
"春感四章 其一","清末民国初","曹家达","野荠甘如饴，杞芽良独苦。甘苦不相借，物物各城府。昔我别家时，繁条媚春煦。时节辄回换，旧意今复睹。日夕东南风，广陌扬尘土。道远不能致，采芳待何补。"
